0.0,文屏山钟楼
0.0,凯瑞斯卡丁车赛车馆
"109.029856,32.692990",兴安公园
"109.160856,33.637238",柞水岭南水上乐园
0.0,白云观
"110.327401,35.142131",乐滑谷
0.0,张骞墓
"109.573238,34.043503",商洛牧护关滑雪场
"108.897088,32.326294",岚皋西部水宇度假城
0.0,班禅庙
"108.670370,34.009659",化羊庙
"108.940174,34.341568",西安草莓音乐节
"108.972067,34.197160",曲江农博园梦幻水世界
"109.368275,32.823738",旬阳太极城
0.0,十字山
"109.431660,36.622901",延安欢乐世界
0.0,府谷文庙
"108.295524,32.371137",安康水电站大坝
"110.397680,34.409958",秦岭观华山
"108.897640,34.690160",龙泉山庄七彩阳光游乐园
"108.943745,35.667258",千佛寺石窟
"108.974838,32.958168",茨沟峡谷漂流
0.0,马栏山
"108.089462,34.259116",田园水上乐园
"107.753273,32.995589",西乡樱桃沟
0.0,纳米租车西安
"109.011994,34.441832",2018陕西首届公益体彩足球嘉年华
"109.969285,33.845818",东龙山遗址
"110.289810,34.603203",潼关古城游乐场
0.0,印象陕北
"107.906831,34.154970",太白山漂流
"109.167334,36.195724",劳山森林公园
"108.941039,34.106000",常宁宫
"107.770193,34.281507",眉县逸城渭水游乐园
"107.925000,34.227000",青园山庄温泉
"107.914538,34.140765",太白山水上世界
"107.656516,33.204512",蔡伦墓
"109.031819,33.803289",柞水峡谷漂流
"109.259160,34.007537",西安竹林畔滑雪场
"108.893732,32.337047",岚河漂流
"108.907203,35.327494",玉华宫滑雪场
"108.933134,34.174772",清凉山森林公园欢乐城
"108.452147,33.362007",上坝河国家森林公园
"108.223306,33.397928",筒车湾欢乐水世界
"108.447608,34.075040",大重阳万寿宫
"108.223306,33.397928",宁陕筒车湾风景区
"108.530088,34.602919",九嵕山必捷滑雪场
"108.930579,34.312939",清水湾·乐汤汇
"108.995442,37.530064",靖边龙州丹霞地貌自然景观区
0.0,CIRCUS马戏王国
"108.777255,34.179528",中国荷苑
"108.950158,34.244497",陕北民歌大舞台《祖先的声音》
"108.958486,34.271454",革命公园
"108.960467,34.610173",于右任纪念馆
"109.438783,35.712694",洛川黄土国家地质公园
"108.947886,34.262959",西安人民剧院
"109.833731,34.514170",华州国际皮影文化生态园
"106.839600,33.350775",云雾寺
"109.867850,34.474815",潜龙寺
"110.262970,37.505741",绥德县博物馆
"108.892032,34.283325",卡通尼乐园（太奥广场店）
"110.193053,35.530614",石门峡漂流
"107.398902,34.343954",西虢水上乐园
"108.954905,34.254123",卧龙寺
"107.139251,34.388425",追梦堂儿童职业体验小镇
"108.944210,34.251511",南门城墙护城河游船
"109.088319,34.229556",白鹿原影视城滑雪场
"108.813478,35.107361",薛家寨
"106.947661,33.132475",虹彩花园
"108.928731,34.275951",环城公园
"110.264846,37.505201",扶苏墓
"108.069765,34.262960",大唐牡丹园
0.0,汶水河漂流
0.0,郑国渠
"110.484184,35.483147",大禹庙
"110.499592,38.810106",二郎山
"109.042345,34.260542",西安半坡湖酒店温泉
"108.512853,37.629948",金鸡沙景区
"109.754950,34.975687",蒲城盛鑫温泉水上乐园
"109.331134,38.123537",古城界古城遗址
"110.131148,34.553705",华山国际滑雪场
"107.296048,33.155798",张骞纪念馆
0.0,潼关黄河湾
0.0,孟门山
"108.374622,33.397581",十八丈瀑布
"109.514030,34.725188",渭北葡萄产业园
"108.849741,34.420702",西部芳香园
"107.189559,34.287027",宝鸡天台山
"108.840269,32.039760",巴山神田草原
"108.944463,34.252802",湘子庙
"108.327638,34.062942",楼观台国家森林公园
"109.149540,33.948454",太兴山风景区
0.0,天书峡景区
"108.794031,32.759914",安康未来水世界
"110.364675,35.212977",黄河魂生态游览区
"109.544844,34.465536",渭南必捷滑雪场
"109.944934,39.087660",红碱淖水上乐园
"109.585600,34.953360",蒲城内府机场
"108.881480,34.269295",丝绸之路群雕
0.0,闯王寨
"109.491590,36.599192",延安新闻纪念馆
"108.986202,34.402636",未央湖游乐园
"107.023323,33.067480",汉中天台山
"107.404899,34.026719",鳌山滑雪场
"108.962583,34.267389",西安星空乐园
"108.950639,34.195829",曲江国际会展中心
"108.556775,34.742608",仲山森林公园
"109.327222,34.228554",蓝田伏羲岭滑雪场
"108.984005,34.254138",兴庆公园侏罗纪恐龙园
"109.747314,38.275295",圣都乐园
"109.584687,34.953844",杨虎城纪念馆
"109.417190,36.488350",延安必捷滑雪场
"109.750567,38.290819",世纪广场
"108.997370,32.629941",安康吉河欢乐水世界
"109.512539,34.503907",莘国古城儿童游乐场
"107.802425,35.204005",昭仁寺
0.0,华阳秦岭漂流
"110.497631,35.548868",普照寺
"110.206840,34.272583",洛南香山溶洞
"108.967695,34.257314",西安事变纪念馆
"108.989970,34.232824",青龙寺
0.0,3D奇幻艺术体验馆
"108.778363,34.370163",咸阳地热城
"108.941012,34.106571",常宁宫休闲山庄
0.0,西安航空飞行体验中心
"108.949792,34.253063",关中书院
"108.861255,37.988376",统万城城址
"108.772078,34.048970",西安新大地温泉度假村
"107.117458,34.327227",神农谷
"108.686141,34.344825",咸阳梦幻嬉雪主题乐园
"109.098092,34.282278",灞桥滨河生态生园
"110.326857,33.688516",仙娥湖
"107.069250,33.273980",天台寺
0.0,秦二世胡亥墓
"109.482074,36.583200",中共中央西北局旧址
"107.152799,34.378094",金台观
0.0,国际小丑萌宠总动员·西安站
"108.967023,33.875047",牛背梁自然保护区
0.0,后稽教稼台
"108.662291,34.436720",马庄镇
"107.031898,33.061443",秦岭人与自然宣教中心
"108.724366,34.360749",咸阳古渡
"107.227982,34.346916",宝鸡大舞台
0.0,桥陵
0.0,特产红富士苹果
"108.965320,34.619090",滨港温泉
"108.982297,34.255647",陕西马戏世界
"110.331620,33.702092",丹凤凤冠山石窟
"108.888000,34.192431",疯狂动物城
0.0,橘园生态观光园
0.0,南沙湖景区
0.0,6D动感电影院
0.0,私人飞机《空中游古城》
"110.539277,38.483400",阳崖沟滑雪场
"107.788902,34.677028",碑亭景区
"109.266212,34.385739",《梦回大秦》演出
0.0,周家大院
0.0,任河漂流
"109.375370,33.526366",陕西商洛凤凰镇
"107.023323,33.067480",汉中拜将台
"108.263727,34.068665",猕猴桃
"108.964162,34.218285",大雁塔3D魔幻画展
"109.481567,36.560940",梁家河
"109.927744,33.867654",二龙山水库
"109.616463,34.036867",秦岭
"110.182721,37.761821",李自成行宫
"108.639870,34.014069",金龙峡动漫水上乐园
"108.950329,34.256308",遇见未来超现实体验馆
0.0,隋文帝泰陵
"107.149894,34.354787",中华礼乐城
0.0,中国大地原点
"108.933969,34.394166",陕西西安国际高尔夫俱乐部
"107.037244,33.068699",饮马池
"108.946657,34.156287",长安塔
"107.900531,34.127918",龙凤山庄
"108.672767,34.368815",秦乐城主题乐园
"109.430913,38.115496",五里墩长城
0.0,麻镇大庙
"108.692966,34.877675",爷台山
0.0,南湖公园
0.0,心驿自助DIY蛋糕坊
0.0,太白山帐篷营地
0.0,清爽榆林
0.0,古银州摩崖石刻
"110.103352,34.792864",岱祠楼
"109.867507,38.623343",库图克台彻辰洪台吉墓
0.0,石宫寺石窟
0.0,青蛙王子城堡乐园
"109.038933,34.089928",兴教寺
"108.850416,34.244989",华洲城水世界
"108.644774,32.815655",两合崖
"109.011994,34.441832",爸爸去哪儿亲子嘉年华西安站
0.0,广新园民族村
"106.694946,34.740743",秋菊山庄
"107.927056,34.226424",西部兰花生态园
0.0,太白山逸景营地温泉
"107.143707,34.366286",渭河公园
"110.144125,37.809422",万佛洞
"108.942493,34.631142",豪诚温泉养生园
"108.960877,34.318192",同盛祥
"108.079777,35.035702",开元寺塔
0.0,扬家沟村
"108.900975,32.602883",安康白云寺
0.0,槐树旅游区
"109.514320,34.725133",慧照寺塔
"108.190541,36.910812",延安印象
"109.001833,33.807412",柞水老林峡谷漂流
"110.442847,35.476788",韩城民俗博物院
"107.837261,34.274695",扶眉战役纪念馆
"109.201939,34.644914",西安阎良飞行体验馆
"106.661770,35.031448",宝鸡龙门洞
"108.983346,34.201591",曲江池遗址公园平湖飞渡
"110.551032,35.875217",黄河漂流
"109.625802,36.261315",九龙泉
"107.194721,34.287662",茵香河
0.0,寇准墓
"108.594376,34.639674",泾河大峡谷
"108.946823,34.222604",夏威夷水上王国
"107.034833,32.836267",汉中小南海
"108.655098,34.011329",将军山古镇
"108.965882,34.281358",西安经文牛文化陶瓷博物馆
"108.938509,34.269169",健乐溜冰馆
"110.442847,35.476710",七佛洞石窟
"109.721263,38.276605",双山堡遗址
"110.194136,33.726096",贾平凹故居
"108.371923,33.398588",平河梁森林公园
0.0,貂蝉洞
"108.096480,34.263806",杨凌农业示范区
"109.732952,38.338041",镇北台遗址
"109.154895,35.028068",陈炉古镇
"109.494983,34.182894",猿人遗址
"106.984940,33.549789",汉中栈道漂流
0.0,仓颉庙
"109.468217,36.619106",凤凰山麓革命旧址
"108.791169,32.070282",千层河旅游风景区
"108.931570,34.619284",三原博物馆
"108.950628,34.256343",迪乐儿童主题乐园
0.0,连珠潭
0.0,龙首黑峡谷
"108.614922,34.019532",钟馗故里欢乐谷度假村
0.0,阎良飞机城
0.0,杨凌昆虫博物馆
"108.612598,34.013239",阿姑泉牡丹苑
"108.237299,34.567032",乾陵黄土民俗村
"108.687231,32.695378",凤凰山森林公园
0.0,古桥风情园
"109.307928,34.174143",蔡文姬纪念馆
"107.318749,34.712220",莲花山狩猎场
"109.054901,34.255966",石羊农庄
"109.374138,35.263844",方山森林公园
"108.078248,34.239014",杨凌水上体育运动中心
0.0,葛牌纪念馆
0.0,西武当
0.0,灵崖寺
"109.030954,34.941525",药王故里
"108.596042,32.777135",安康凤凰山
"108.937362,34.261595",西安城隍庙
"108.940174,34.341568",西安3D奇幻艺术馆
"108.952081,34.222342",造梦师真人密室逃脱
0.0,儿童科技园艺馆
"108.980925,34.398854",华浮宫水上世界
"108.979784,34.290480",清水庄园
"108.940174,34.341568",西安孔庙
0.0,汤峪
"108.940174,34.341568",西安直升机空中游览
"109.280551,34.384590",秦陵铜车马
"109.172037,34.359768",极地冰雪体验馆
"107.894588,34.151635",太白山庵嶺古城
0.0,止园
"108.807586,33.836467",秦岭风景区
"108.930254,34.268198",西五台
0.0,维泥陶艺小寨
"109.101180,34.245510",西安再续战火真人cs俱乐部
"108.985031,34.258260",兴庆宫战狼真人CS
0.0,造梦师真人密室逃脱（碑林店）
0.0,7点自造DIY烘培馆
"108.991234,34.273916",曲江观光轻轨
"107.004567,33.018477",褒斜栈道
"108.936969,34.032834",西安天子峪滑翔基地
"108.888901,34.234855",唐城墙遗址公园
"108.958018,34.252170",八仙宫
0.0,渭北主题乐园
"108.943409,34.263045",西羊市
0.0,Ice-Keemo爱斯基摩冰雕体验馆
"108.326750,34.064683",百花珍兽园
"108.964172,34.215931",西安哈皮小孩（秦汉唐店）
"106.515756,33.908469",凤县紫柏山景区
0.0,铭星冰雪主题乐园
"110.176465,37.757687",悬空寺石窟
0.0,1986真人密室逃脱
0.0,唐代艺术博物馆
"107.919280,34.143240",农夫山泉工厂
"109.088319,34.229556",白鹿原民俗文化村
0.0,寿平水上世界乐园
"108.976083,34.261553",罔极寺
"108.955173,34.145674",西安杜公祠
"108.971436,34.290989",西安杜陵遗址公园飞飞航空俱乐部
"108.927787,34.041182",翠乐迪游乐园
"106.737955,33.125864",勉县温泉
"108.940174,34.341568",西安秦砖汉瓦博物馆
"108.949599,34.261465",易俗大剧院
"108.897513,34.254087",空疗御温泉健康游泳中心（空军临潼疗养院店）
"108.733398,34.460714",千佛铁塔
"109.033190,34.311176",西安浐灞桃花潭公园
"108.940174,34.341568",西安沣峪欢乐营
"109.058639,34.270750",纺织城艺术区
0.0,万华山
0.0,隋唐灞桥遗址
"108.918227,34.376460",渭水园温泉
"108.210751,34.137956",沙河湿地公园
"107.627869,34.260787",五丈原
0.0,万龙3D魔幻艺术展
"108.907604,34.239442",绿野仙踪生态庄园
"108.967675,34.257327",张学良将军公馆
"108.904785,34.207690",兰乔圣菲游泳馆
0.0,水魔方动漫水世界
0.0,鼓楼
0.0,直升机游大美秦岭
"108.637304,34.582627",烽火滑雪场
0.0,毛乌素沙漠
"108.943459,34.260525",化觉巷古玩街
"107.363162,34.465310",秦公一号大墓
"109.373216,36.288341",延安凤凰山
"108.987269,34.258313",兴庆花园游泳馆
"108.947830,34.278439",西安阳光马场
"107.034130,32.836101",大佛洞
"108.943627,34.228506",西安音乐学院
"107.829069,34.113124",宝鸡云台山
"108.990554,34.205397",乐目奥赛射击文化馆
"108.950242,34.145541",乐福泉水疗假日酒店
"109.485428,34.500767",三河湿地自然保护区
"108.940513,34.269041",莲湖公园
"107.402027,34.519009",周家大院
0.0,泾渭湿地自然保护区
0.0,金丝猴保护区
0.0,绝地逢生真人CS俱乐部
"109.110929,38.039032",榆林横山雷龙湾
"108.923981,34.253877",光圈CLUB
0.0,4D秦腔
"107.982694,34.191627",太白山生态酒店
"108.969636,34.257529",火线先锋真人CS
"108.940174,34.341568",西安飞越时空演出
0.0,霍去病墓
"108.972021,34.135374",西安华严寺
"109.088319,34.229556",白鹿原樱桃采摘园
"109.176142,34.769538",习仲勋陵园
"109.172310,34.162969",鲸鱼沟自然风景区
"110.442847,35.476788",韩城跑马场（韩城黄河滩跑马场）
0.0,陕甘边照金革命根据地旧址
"110.500618,38.015157",云岩寺
"105.581577,32.828357",青木川漂流
"108.771080,34.058108",战地户外运动俱乐部
"108.953720,34.257246",第五元素密室逃脱
"108.927632,34.291706",梦立方儿童乐园
"108.949180,34.230612",Lilith（莉莉丝）真人密室逃脱
"108.811932,34.034793",沣峪口
"109.941580,34.593357",鸵鸟王生态园
"110.258390,35.549210",神道岭游乐休闲中心
0.0,沙地植物园
"108.919783,34.206088",逃吧真人密室逃脱体验馆 
"109.246629,32.473362",安康必捷滑雪场
0.0,葛牌古镇
"108.963587,34.207148",多乐星儿童乐园（曲江银泰店）
"106.232725,32.774391",汉水源森林公园
"109.307650,34.172621",蔡文姬墓
"108.940174,34.341568",西安事变旧址五间厅
0.0,百瑞莲DIY巧克力休闲吧
"108.963629,34.271179",小海豚儿童主题乐园
"108.941319,34.265227",小皮院巷
"109.421469,36.627884",延安革命旧址
0.0,秦陵蜡像馆
"108.971781,34.285508",大华1935小剧场集群
0.0,极速幻影卡丁车俱乐部
0.0,宝玑池温泉
0.0,南门
"106.980237,33.152689",秦巴民俗园
"111.067366,39.028116",府谷老城
0.0,熨斗古镇
0.0,好莱坞汽车特技馆
0.0,长百5D电影院
"108.049070,33.013551",太白洞
"109.814337,38.279024",青云寺
"108.579628,33.991295",丰裕口
0.0,辋河峡谷漂流
"107.763096,32.990640",骆家坝古镇
"109.673702,35.035613",唐玄宗泰陵
"108.871448,34.368553",草滩生态产业园
"108.940174,34.341568",西安秦灞庄园
0.0,香初尚舞DIY烘培坊
"110.195717,34.256127",陕西玉虚洞
"108.940174,34.341568",西安珍友社相声俱乐部（太白北路店）
"109.088954,34.530204",盗墓空间游乐场
"108.855744,34.715911",三原天齐滑雪场
"107.023380,33.086298",山河堰
"109.489727,36.585455",《延安颂》
"109.233346,34.380734",丝路明珠博物馆
0.0,正阳大草原
"110.289870,34.602505",潼关红楼观
0.0,机械师超级密室（一又二分之一2号店）
0.0,机械师超级密室（长安绿园店）
"108.939773,34.264320",大学习巷清真寺
"109.096052,33.986142",嘉午台
"109.769790,34.450319",黄土高原民俗村
"108.612093,34.111274",户县农民画展览馆
"108.943646,34.261086",北院门
"108.958811,34.265003",索菲特人民大厦
"108.900404,35.003988",锦阳湖生态园
"110.981737,39.525363",榆林古城
"110.342990,33.701546",凤冠山
"109.331134,38.123537",白城台古城遗址
"109.011994,34.441832",绿地笔克佳游水上嘉年华
"108.880673,34.222635",三人行真人CS及彩弹对抗基地
"107.545363,33.210236",开明寺塔
"106.857370,33.301139",汉中石门
"110.280940,34.589700",明潼关城遗址
"108.733070,35.132601",香山寺
"108.895705,34.281640",太奥幻太奇海洋馆
"110.187161,33.576904",龙潭瀑布
0.0,小鬼当家儿童乐园
0.0,沣西车马坑
"108.976009,34.205843",西安广电大剧院
"108.893190,34.247185",西安异度空间真人密室逃脱俱乐部
"107.749767,34.274247",眉县千亩荷塘
"108.961671,34.285475",大明宫考古探索中心
"108.768251,36.823906",毛主席旧居
"108.752940,32.594677",流水古镇
"109.100353,34.521763",三阳寺塔
"108.717194,34.202641",丰镐遗址
"107.753748,32.642719",青水苗寨
0.0,孤狼真人CS丛林野战俱乐部
"108.470340,32.789396",凤堰古梯田景区
"109.167334,36.195724",延安国家森林公园
"108.940174,34.341568",西安喜悦滑冰
"108.617814,34.331840",渭北水上乐园
"109.753777,34.975121",重泉古城
0.0,七星湖
"107.485159,32.537768",草坝子
0.0,瑜友足道
0.0,众意纳米汗蒸
"107.902721,34.133499",太白山水岸温泉
0.0,西岔河
"110.498874,38.842443",秦长城遗址
"108.952598,34.222350",默桌游聚会聚吧
"110.081667,34.530202",华山皮影
"109.682359,38.029406",盘龙寺
0.0,陕西旅游景区电子门票一卡通
"109.213907,34.584185",栎阳城遗址
"110.415755,35.383120",国家文史公园
"109.021737,34.181554",雅森体验教育中心
"108.109544,34.713722",黄土地窑洞生态度假庄园
"109.758077,38.286158",万佛楼
0.0,张载祠
"108.688115,34.117427",三炫农场
"109.467260,36.618660",中央会议厅遗址
"108.962875,34.243195",西安君昂童子军乐园
"108.941343,34.255646",春发生
"108.947319,34.240375",长安国际射艺
0.0,东方大佛宫
"108.563633,34.012691",老牛坡遗址
"109.743744,38.254513",常氏庄园
"108.132070,32.912630",中坝河谷漂流
"109.069629,34.320449",世博园（浣溪沙舞游乐广场）
"108.964289,34.330071",多乐星儿童乐园（赛高店）
"108.957964,34.265483",索菲特人民大剧院
0.0,乐享烘焙工作室
0.0,凤三动漫水世界
"108.896420,32.611001",安康天柱山
"109.093301,34.527979",大唐赋
0.0,西夏罗兀城遗址
"108.741990,33.996464",陕西西安秦岭国际高尔夫俱乐部
0.0,三羲庙
"109.668583,38.390124",陕西榆林大漠绿淘沙高尔夫俱乐部
"108.246692,34.359661",中王堡木塔
0.0,顺天推拿养生馆
0.0,第五元素夜光真人CS
"108.976018,34.251194",万里行旅卡
0.0,仙游寺
0.0,添添香农家乐
"107.024797,33.053463",汉水天鹅湖
"110.329919,37.758393",杨家沟革命纪念馆
"108.658891,34.777156",淳化泥河谷博物馆小镇
"110.904923,39.077405",孤山堡
"109.086474,35.289504",宜君梯田
"108.946657,34.156287",长安夜宴
"109.450015,34.073288",玉山蓝河风景区
"110.195213,33.728444",二郎神庙
"108.950681,34.441674",西汉帝陵
"109.760480,38.281904",榆阳桥
"108.959708,34.293347",唐大明宫麟德殿遗址
"108.972176,34.260218",长乐门
0.0,毛主席的菜园
"109.934670,33.866395",莲湖公园
0.0,明长城遗址
"108.936199,34.228620",爱乐游（凯德店）
"108.507336,32.892969",三沈纪念馆
"109.773291,38.290335",金刚寺
0.0,空中宝马模拟机体验
"108.651196,34.048618",李家葡萄庄园
"108.966906,33.963128",大瓢沟
0.0,子传信中医推拿按摩理疗中心
0.0,合十舍利塔
0.0,ROOM ESCAPE真人密室逃脱西安站
"110.749896,37.473263",吴堡古城
"107.018099,33.108742",兴元湖公园
0.0,八公岩
"110.442847,35.476788",韩城自驾游一票通
"109.441898,36.657361",圣地河谷
0.0,十二连城
0.0,湫燕山
0.0,国艺秦腔馆
0.0,大同碛
0.0,鲁迅艺术文学旧址
"108.950316,34.257729",变形金刚主题乐园
"109.336487,35.016557",金粟山森林公园
0.0,乖比兔亲子乐园
"110.137997,34.082823",大禹川水上乐园
0.0,秦汉文化艺术厅
"108.994090,34.224761",挑战者户外运动俱乐部
"108.985031,34.258260",兴庆宫快乐大本营
"109.638048,34.504432",桥上桥
0.0,乐享私人俱乐部
0.0,蒲公英童书馆手工DIY
0.0,心驿自助DIY蛋糕坊（高新店）
0.0,秦都雍城
0.0,秦直道文化园
0.0,中国人民抗日军政大学旧址
"106.526373,33.911345",凤凰湖景区
"107.757910,34.158880",霸王河漂流
"110.331781,34.598739",风陵渡
"110.324598,33.692937",船帮会馆
"108.982552,34.255557",兴庆宫大剧院
"108.964162,34.218285",大雁塔鑫龙游艺城
"108.032229,34.309609",崇文庄园
"108.954239,34.265472",陕西晋生拳击健身运动俱乐部
"108.980473,34.224329",曲江国际饭店
"109.416802,35.173319",林皋慢城旅游区
0.0,拼砌侠
0.0,鸟山
"108.938037,34.611482",“摩天轮”儿童小剧场
"108.925022,34.712766",张家窑民俗村游乐场
0.0,甜水沟遗址
"110.465055,33.991704",龙山晓日
0.0,TT野战
"109.863266,34.537541",元君庙
"109.489727,36.585455",延安民俗文化村
"108.101591,35.030746",彬县奥体中心
0.0,野狼谷户外拓展基地
"109.022575,34.745053",长坳古镇灯光节
"108.848219,34.286844",东渭桥遗址
0.0,Croom真人密室逃脱
"108.936594,34.250299",小南门
0.0,悠游堂冰雪主题儿童亲子乐园
0.0,刘小黑密室逃脱俱乐部
0.0,TT野战基地
0.0,洛南文庙
"110.081667,34.530202",华山特产
0.0,品位高尔夫
0.0,翠屏岛
0.0,万佛洞
"108.816270,37.597926",靖边县夏都游乐公园
0.0,喜悦花样滑冰俱乐部
"107.229640,33.081290",上元观古镇
"108.936884,34.211974",益康专业修脚
"108.931656,34.161513",童梦游乐园
"109.630882,34.416682",蕴空禅院
"109.325772,34.222677",簸箕掌生态旅游景区
"110.223870,37.471870",蕲王庙
"110.351835,36.706158",黄河蛇曲国家地质公园
0.0,戴兴寺
"107.623556,34.443652",太平寺塔
"107.814901,34.012726",下板寺
"108.893190,34.247185",异度空间真人密室逃脱（小寨店）
"109.999790,37.867632",永乐城遗址
"108.862899,34.227367",西安外事学院
"109.570831,38.434322",蒙古木华黎王墓
"108.704099,34.335780",锦绣广场
"108.932327,34.263255",清真西寺
0.0,凌云洞
"109.091680,32.777999",龙王山
"108.871222,34.203348",陕西大会堂
"109.377869,34.584489",康家遗址
"107.748615,34.276209",城隍庙
0.0,米卡DIY生活馆
"108.947034,34.221668",花草小铺
0.0,Game master玩乐大师真人密室
"109.431976,36.681522",延安威尼斯水上乐园
"107.907396,34.134431",太白山印象锦程温泉酒店
0.0,汉水.庖汤会
"106.634627,33.151014",三国遗迹
"108.893867,34.198909",高山流水皇家珍宝博物馆
"108.959028,34.225050",翠华山地质博物馆
0.0,神河源
"109.117987,34.521118",户县渭河现代生态农业示范区
"108.890731,34.060371",小王国草莓农场
"109.070222,34.300842",小明星益智儿童乐园
0.0,泼墨山
"108.947634,34.291626",小宝贝儿童乐园
"108.950158,34.244497",陕北民歌大舞台《印象陕北》综艺演出
"109.445520,36.580151",延安民俗文化影视城
"109.466282,34.072324",饶益蓝莓山庄
"108.931771,34.162531",悠悠儿童乐园
"109.835213,33.941170",灵岩松舞
"107.029405,33.077385",嘻哈亲子乐园
"107.249967,33.243856",五门堰
0.0,安塞博物馆
0.0,暴雪真人版密室逃脱
"108.954239,34.265472",陕西省丰宣现代农业园区
0.0,智慧星儿童乐园
"110.436199,35.454931",毓秀桥
0.0,魔幻科学秀《外星人来啦》
"110.204880,34.462121",佛头崖
"107.316300,34.059305",滨河广场
"109.753204,38.294582",凯歌楼
0.0,星期天游乐场
"108.898397,34.245006",王木犊剧场（雁塔店）
"110.324583,33.691493",太吉河漂流
0.0,五陵原
0.0,大秦雄兵真人CS拓展基地
"109.666351,37.142649",中华世纪柏
"107.754342,34.292813",逸乐温泉水世界
"108.938600,34.263312",陕西特产
0.0,新城滑雪场
"109.787934,33.925360",熊耳晚霞
"110.626657,39.261964",杜松自然保护区
"110.248298,33.705684",商山雪雾
0.0,杨家城
0.0,中华郡国际旅游度假区
"107.842694,34.494151",周原遗址
"108.441095,34.401477",唐家民俗博物馆
0.0,李固墓
"110.173324,34.623901",京师仓遗址
0.0,丽江鸵鸟园水上世界
"109.069519,32.701129",奠安塔
"110.876351,38.626705",西津寺
0.0,建安堡
"108.940174,34.341568",西安亚建高尔夫球场
0.0,探险自驾漂
"109.663370,36.322491",南泥湾大生产展览馆
"109.061304,34.323164",西安世博园荧光派对
"108.629031,34.265776",宾果水上世界
"108.945403,34.337819",悠游堂海盗主题亲子乐园
"109.029022,32.684714",安康牛头山
"108.967023,33.875047",牛背梁西沟峡拓展基地
"109.779475,38.144053",归德堡桥
0.0,点点爱海贝儿儿童乐园
"109.776504,36.895511",南区合作社纪念馆
"109.942669,34.794034",大荔冬枣
"109.519138,34.497593",渭曲社
"108.998025,34.256302",长乐剧院
"107.007022,33.082878",苏景园
"110.183758,37.868424",高西沟生态园
0.0,祥峪cs野外拓展基地
"110.629046,33.602014",武关遗址
"109.043854,34.357967",华南城欢乐水世界
"109.030451,34.273789",长乐水上乐园
"109.357765,32.355758",龙头旅游村
0.0,苏文忠公祠
0.0,两河水乡
"107.260444,33.107706",南沙河
"109.582778,34.957182",林则徐纪念馆
"108.945699,34.317561",银河3D艺术错觉体验馆
0.0,七彩陶吧
"108.715595,34.336994",秦都国陶文化体验中心
0.0,烘焙乐园DIY工作室
"109.123999,33.949322",大峪
"107.109769,33.093833",维罗纳薰衣草庄园
"108.946140,34.216287",1号基地密室逃脱俱乐部（西安店）
"108.954521,34.144019",杨虎城将军陵园
"108.951524,34.258231",骡马市3D魔幻艺术环球展
0.0,米诺斯真人密室逃脱体验店
"110.498319,38.029067",香炉寺
"109.034244,34.432517",灞渭桥车游湿地
"109.338116,34.411074",扁鹊墓
"108.993930,34.199830",寒窑妖马洞
"108.940174,34.341568",西安佰鹰高尔夫教学中心
0.0,海德澜真冰场
"109.663537,36.322059",延安大礼堂
0.0,乐海室内乐园
"108.586977,34.201902",公输堂
"108.964740,34.210133",曲江音乐厅
"109.490664,36.600036",延安桥儿沟革命旧址
"107.752229,32.982431",鹿龄寺
"106.012030,33.287210",王富沟溶洞群
"108.964734,34.212472",爱儿玛儿童主题乐园陕西店
"107.551089,33.217001",长青自然保护区
"108.494793,34.105500",祖庵碑林
"108.884145,34.021850",子午峪
"109.417990,34.131910",悟真西寺
0.0,机械师超级密室（华旗国际店）
"109.616463,34.036867",秦岭四宝馆
0.0,秦直道
0.0,英皇时代娱乐中心
0.0,炎帝祠院
"110.114614,34.283364",抚龙湖
"110.524687,33.632515",龙台观
"109.421469,36.627884",吴起镇革命旧址
"109.091590,34.531269",红草原
"108.990523,34.114567",樊川桃花园
"110.600787,35.659619",古渡龙门风景区
"109.670931,37.138041",瓦窑堡革命旧址
0.0,金螺岛
0.0,大明山石青寺
0.0,泰塔
"107.189559,34.287027",天台山主峰
"106.613657,33.145576",古阳平关
"108.962933,34.220514",开心游艺馆
"108.987041,34.246503",交大思源体育馆
"109.527986,37.174126",钟山石窟
"108.772122,34.058104",勇者部落
0.0,Happy德国玩具体验中心
0.0,丝路狼舞密室逃脱
"108.357886,34.070265",农博园欢乐谷水世界
"106.152851,33.327485",江神庙
"109.442367,37.237200",谢子长陵园
0.0,四皓古墓
"108.963816,34.211505",贞观文化广场
0.0,新闻出版革命纪念馆
"108.892180,32.601030",牛峰堡
0.0,李鼎铭陵墓
0.0,三道门森林公园
"109.182575,34.769384",富乐国际陶艺博物馆群
"109.421469,36.627884",吴旗革命旧址
"107.257670,34.350575",陕西宝鸡都市高尔夫俱乐部
"109.415672,36.709009",稻草人溜冰场
"108.577143,34.321234",茂陵大樱桃生态博览园
0.0,黄帝手植柏
"108.732754,34.349627",西藏民族学院
"109.423018,36.626730",长征4D体验馆
0.0,旬河漂流
0.0,彬塔
"107.239775,34.296228",龙凤山恒星游乐园
0.0,米喜米乐儿童乐园
"107.748680,33.800389",老县城自然保护区
"109.942348,33.871916",金凤山游乐园
"109.329109,36.861704",延河大桥
"110.081667,34.530202",中垦华山牧乳业渭南乳品加工厂
0.0,千家坪公园
"108.945507,34.669203",李靖故居
